//
// Dialogue that is not race-specific
//

DIPLO_TECH_REQUEST_MENU_01   | Per che tipo di tecnologia si interessa?
DIPLO_TECH_COUNTER_MENU_01   | Per cosa lo scambia?
DIPLO_TRADE_MENU_01          | Proponga un accordo commerciale per:
DIPLO_TREATY_MENU_01         | Cosa desidera fare?
DIPLO_THREATEN_MENU_01       | Cosa sta minacciando?
DIPLO_DECLARE_WAR_MENU_01    | È sicuro di voler iniziare una guerra?
DIPLO_JOINT_WAR_MENU_01      | A chi dovremmo dichiarare guerra?
DIPLO_BREAK_ALLIANCE_MENU_01 | Quale alleanza dovremmo rompere?
DIPLO_OFFER_AID_MENU_01      | Cosa vuole dare?
DIPLO_OFFER_TECH_MENU_01     | Cosa vuole dare?

DECLINE_OFFER_01           | [my_nameTitle] [my_name] rifiuta.
DECLINE_OFFER_02           | [my_race_pluralnoun] hanno preso in considerazione la Sua offerta e l'ha rifiutata.
DECLINE_OFFER_03           | Rifiutiamo rispettosamente la Sua offerta.
DECLINE_OFFER_04           | Non siamo interessati in questo momento.
DECLINE_OFFER_05           | [my_race_pluralnoun] non considera la Sua offerta equa.
DECLINE_OFFER_06           | Non sarebbe nel nostro interesse accettare la Sua offerta in questo momento.
DECLINE_OFFER_07           | Forse ci hai scambiato per dei creduloni. Rifiutiamo la Sua offerta.
DECLINE_OFFER_08           | La Sua offerta non ci sembra equa.
DECLINE_OFFER_09           | Temiamo dover declinare.

DECLINE_ENEMY_ALLY_01      | [my_race] non avrebbe mai a che fare con gli alleati dell'odiata [other_race].
DECLINE_ALREADY_ALLIED_01  | [my_race] e i nostri alleati non possono prendere in considerazione la tua richiesta finché sei alleato con altri imperi.
DECLINE_NO_WAR_ON_ALLY_01  | Non dichiareremo guerra ai nostri alleati.
DECLINE_PEACE_TREATY_01    | Non romperemo il nostro trattato di pace con l'[other_race].

DECLINE_ANNOYED_01         | The [your_race] sono creature con molto vento e poca azione. Ci stanchiamo delle tue chiacchiere.
DECLINE_ANNOYED_01         | [your_nameTitle] [your_name], metti alla prova la nostra pazienza. Forse dovresti parlare di nuovo più tardi.
DECLINE_ANNOYED_01         | [my_nameTitle] [my_name]ha sentito abbastanza. Ne riparleremo più tardi.
DECLINE_ANNOYED_02         | Ci stanchiamo delle trattative diplomatiche. Possiamo continuare le discussioni in un secondo momento.
DECLINE_ANNOYED_02         | Questi discorsi non ci portano da nessuna parte. Dobbiamo congedarci.
DECLINE_ANNOYED_02         | Andiamo ora.
DECLINE_ANNOYED_03         | Mille scuse, [your_nameTitle] [your_name], ma altri doveri chiamano.
DECLINE_ANNOYED_03         | Ci perdoni, ma il nostro tempo è scaduto.
DECLINE_ANNOYED_03         | Abbiamo poco tempo e molto da fare. Forse possiamo parlare di nuovo più tardi.


DECLINE_OATHBREAKER_01     | Non siamo disposti a stipulare un trattato in questo momento perché in passato ne ha violati alcuni.
DECLINE_OATHBREAKER_01     | Non ha onorato i suoi accordi passati. Vediamo poche ragioni per fidarci di Lei ora.
DECLINE_OATHBREAKER_01     | Perché dovremmo fidarci di te ora, quando hai infranto così tanti trattati passati?
DECLINE_OATHBREAKER_01     | Non vediamo alcun motivo per essere d'accordo con qualcuno che non ha mantenuto le promesse del passato.
DECLINE_OATHBREAKER_01     | Non faremo affari con [your_race_pluraladjec] che non hanno onore.

DECLINE_ESPIONAGE_01       | Voi ladri, rubate i frutti della nostra ricerca. Neghiamo la Sua richiesta.
DECLINE_ESPIONAGE_01       | La nostra tecnologia è per la gara [my_raceadjec]. Non ha il diritto di rubarlo. Parleremo quando smetterà di rubare.
DECLINE_ESPIONAGE_01       | Perché dovremmo darLe qualcosa? Le Sue spie hanno già rubato tutto ciò di cui ha bisogno!
DECLINE_ESPIONAGE_01       | Come può aspettarsi che accettiamo quando le Sue spie stanno rubando la nostra tecnologia?
DECLINE_ESPIONAGE_01       | Rimuova le Sue spie, poi parleremo.

DECLINE_SABOTAGE_01        | Non abbiamo dimenticato il vostro ultimo incidente di sabotaggio. Fino a quando non dimostrerete di essere più affidabile non tratteremo con voi.
DECLINE_SABOTAGE_01        | La nostra gente ha subito per il vostro sabotaggio. Non faremo tratteremo con voi finché non cesserete.
DECLINE_SABOTAGE_01        | Che cosa! Si aspetta che siamo d'accordo quando sta sabotando il nostro [target]?
DECLINE_SABOTAGE_01        | Distrugge il nostro [target]. Perché dovremmo trattare con Lei?
DECLINE_SABOTAGE_01        | Quando smetterà di sabotare il nostro [target], potremo considerare ulteriormente la questione.

DECLINE_BUILDUP_01         | Non ne parleremo mentre accumula navi vicino ai nostri confini.
DECLINE_BUILDUP_01         | Rimuova le sue navi lungo i nostri confini e valuteremo l'accettazione. Fino ad allora non siamo interessati.
DECLINE_BUILDUP_01         | Le Sue navi ai nostri confini non sono una minaccia per noi. Ma ci rifiutiamo di trattare finché rimangono.
DECLINE_BUILDUP_01         | Se desidera trattare con [my_empire], invii le Sue navi a minacciare gli altri, non noi.

DECLINE_ENCROACH_01        | Le Sue flotte si intromettono nello spazio [my_raceadjec]. Li allontani poi parleremo.

DECLINE_SKIRMISH_01        | Attacca le nostre navi senza provocazione e si aspetta che accettiamo? Ci rifiutiamo di trattare.
DECLINE_SKIRMISH_01        | Non possiamo accettare un'offerta da chi attacca le nostre flotte.
DECLINE_SKIRMISH_01        | Quando le Sue flotte avranno smesso di attaccare le nostre, potremo parlare.
DECLINE_SKIRMISH_01        | Se desidera affrontare [my_empire], allora lasci stare le nostre flotte.
DECLINE_SKIRMISH_01        | [my_nameTitle] [my_name] non apprezza la Sua distruzione delle nostre flotte. Non accettiamo.

DECLINE_ATTACK_01          | Il Suo assalto ingiustificato al [system] Le dà poco spazio per contrattare.
DECLINE_ATTACK_01          | Non abbiamo dimenticato l'attacco alla colonia [system]. Non c'è modo che accetteremo.

DECLINE_INVASION_01        | La nostra gente non vuole avere a che fare con i macellai di [system]. Faccia prima sua ammenda.
DECLINE_INVASION_01        | Il sangue del [system] imbratta le Sue parole. Non possiamo accettare la Sua offerta.
DECLINE_INVASION_01        | I morti del [system] gridano vendetta. Sentiamo le loro grida più forti della Sua offerta.

DECLINE_BIOWEAPONS_01      | [my_race_pluralnoun] non faranno alcun accordo con una razza che userebbe armi biologiche.
DECLINE_BIOWEAPONS_01      | Non possiamo trattare con nessuno abbastanza disperato da usare armi biologiche.
DECLINE_BIOWEAPONS_01      | Usa armi che provocano indicibili orrori su popolazioni innocenti. Ci rifiutiamo di trattare con tale follia.
DECLINE_BIOWEAPONS_01      | Gli dei aborriscono coloro che distruggerebbero i pianeti con armi biologiche. [my_race_pluralnoun] non possono permetterlo.
DECLINE_BIOWEAPONS_01      | Le grida di coloro che sono stati uccisi dalle vostre armi biologiche riempiono le nostre orecchie. Non possiamo sentire la vostra offerta.

DECLINE_ANNOYED_01         | Ci stanchiamo delle trattative diplomatiche. Possiamo continuare le discussioni in un secondo momento.
DECLINE_ANNOYED_01         | Questi discorsi non ci portano da nessuna parte. Dobbiamo prendere congedo.
DECLINE_ANNOYED_01         | [my_nameTitle] [my_name] ha sentito abbastanza. Ne riparleremo più tardi.
DECLINE_ANNOYED_01         | [your_nameTitle] [your_name], mette alla prova la nostra pazienza. Forse dovrebbe parlare di nuovo più tardi.
DECLINE_ANNOYED_01         | Mille scuse, [your_nameTitle] [your_name], ma altri doveri chiamano.
DECLINE_ANNOYED_01         | Abbiamo poco tempo e molto da fare. Forse possiamo parlare di nuovo più tardi.
DECLINE_ANNOYED_01         | [your_race_pluralnoun] sono creature con molto vento e poca azione. Ci stanchiamo delle vostre chiacchiere.
DECLINE_ANNOYED_01         | Andiamo ora.
DECLINE_ANNOYED_01         | Ci perdoni, ma il nostro tempo è scaduto.

